image|caption_number|caption
306318683_5f1f875191.jpg|3|Egy fiatal gyerek Pokemon inget visel és egy dobozt tart kint egy városi területen.
306318683_5f1f875191.jpg|4|egy fiatal férfi piros Pokemon inget viselő kis piros dobozt cipelve
3063544435_10516c6937.jpg|0|Egy embercsoport egy csónakban evez egy város közelében.
3063544435_10516c6937.jpg|1|Egy csapat evezős evezővel előre hajtja csónakját a vízben.
3063544435_10516c6937.jpg|2|Öt ember evez kajakon az óceánban, mögöttük a város.
3063544435_10516c6937.jpg|3|az emberek a legénység csónakjában eveznek.
3063544435_10516c6937.jpg|4|Nagyon kék víz felhőkarcoló épületekkel a parton és egy embercsoporttal egy evezős kenuban.
3064097919_e536ab9693.jpg|0|Egy gördeszkás trükköt csinál a rámpa tetején, miközben egy másik ember nézi.
3064097919_e536ab9693.jpg|1|Egy gördeszkás trükköt csinál a rámpán, miközben egy srác nézi.
3064097919_e536ab9693.jpg|2|Egy gördeszkás a levegőben van egy trükk közepén.
3064097919_e536ab9693.jpg|3|Egy tizenéves fiú gördeszkás trükköt csinál félcsőn, míg egy másik fiú felülről nézi.
3064097919_e536ab9693.jpg|4|Fiatal férfi csinál egy trükk ugrás a gördeszkán.
3064383768_f6838f57da.jpg|0|Egy férfi szörfözik a hullámon.
3064383768_f6838f57da.jpg|1|Egy búvárruhás szörfös ugrálja a hullámokat.
3064383768_f6838f57da.jpg|2|egy szörfös lovagol a deszkáján egy hullámon.
3064383768_f6838f57da.jpg|3|Egy szörfös egy fehér táblán elkap egy hullámot.
3064383768_f6838f57da.jpg|4|A férfi megfordul a hullámmal a szörfdeszkán.
3064716525_b8418d4946.jpg|0|egy fekete-fehér kutya kerítést ugrál egy kutyakiállításon.
3064716525_b8418d4946.jpg|1|Egy fekete-fehér kutya átugrott egy toronyboltozaton egy versenyen
3064716525_b8418d4946.jpg|2|Egy fekete-fehér kutya ugrást hajt végre, miközben a gazdája ránéz.
3064716525_b8418d4946.jpg|3|Egy fekete-fehér kutya, amely akadálypályán fut át
3064716525_b8418d4946.jpg|4|Egy kutya átugrott egy akadályon.
3065468339_4955e90fd3.jpg|0|Egy fekete kutya egy víztóba néz.
3065468339_4955e90fd3.jpg|1|Egy fekete kutya a földet szimatol egy víztömeg közelében.
3065468339_4955e90fd3.jpg|2|Egy piros nyakörvű fekete kutya a földet szimatolja.
3065468339_4955e90fd3.jpg|3|A kutya a vizet nézi.
3065468339_4955e90fd3.jpg|4|Ez a vadászkutya a vízben keresi a zsákmányát.
3065560742_f6e266ccd9.jpg|0|Egy jégkorongozó fiú sérülten fekszik a jégen.
3065560742_f6e266ccd9.jpg|1|A két hokis a jégen van.
3065560742_f6e266ccd9.jpg|2|Két hokis a jégre esik.
3065560742_f6e266ccd9.jpg|3|Két jégkorongozó a földre esik egy meccsen.
3065560742_f6e266ccd9.jpg|4|Két hokis egymásba csúszik a jégen
3066338314_2c3fb731d1.jpg|0|Egy fekete ruhás férfi ül egy étteremben.
3066338314_2c3fb731d1.jpg|1|Egy férfi ül egy asztalnál.
3066338314_2c3fb731d1.jpg|2|Egy fekete inget viselő férfi nevet az asztalnál ülve.
3066338314_2c3fb731d1.jpg|3|Egy mosolygós férfi hátradől egy asztaltól, tetején egy hamutartóval.
3066338314_2c3fb731d1.jpg|4|Az asztalnál ülő férfi egy képhez pózol.
3066429707_842e50b8f7.jpg|0|Egy kék egyenruhás gyerek futballlabdába rúg.
3066429707_842e50b8f7.jpg|1|Egy lány piros cipőtalpa látható, amint a futball-labda repül a levegőben.
3066429707_842e50b8f7.jpg|2|Egy fiatal lány futballlabdát rúg a fűben.
3066429707_842e50b8f7.jpg|3|Szőke lány kék ruhában focizik.
3066429707_842e50b8f7.jpg|4|a kék ruhás lány rúgja a futballlabdát.
3066491113_86569e15be.jpg|0|egy fekete kutya egy barna tányért cipelő barna kutyát követ egy füves mezőn keresztül.
3066491113_86569e15be.jpg|1|Egy fekete kutya egy barna kutyát követve hoz egy nagy sekély tálat.
3066491113_86569e15be.jpg|2|Barna kutya, aki egy frizbiszerű tárgyat hord a szájában
3066491113_86569e15be.jpg|3|Egy kutya szaladgál egy nagy tányérral a szájában.
3066491113_86569e15be.jpg|4|Két kutya, az egyik nagy edényt hord a szájában.
3067500667_0fce8f28d4.jpg|0|Egy krikettütőt kiütöttek a középső csonkból.
3067500667_0fce8f28d4.jpg|1|Egy krikettjátékos meglendíti az ütőjét, de kihagyja.
3067500667_0fce8f28d4.jpg|2|Egy férfi áll néhány piros bot előtt és próbál eltalálni egy labdát.
3067500667_0fce8f28d4.jpg|3|Egy férfi egy evezővel lendít egy egyedi labdajátékon.
3067500667_0fce8f28d4.jpg|4|Egy játékos eltalálja a labdát egy krikettjátékban.
3067885047_f69d90c35b.jpg|0|Négy gyerek egy-egy tornahidat készít a kezén és a lábán.
3067885047_f69d90c35b.jpg|1|négy gyerek kint van egy sorban, mind rákhelyzetben.
3067885047_f69d90c35b.jpg|2|Négy gyerek hátrahajlít a parkban.
3067885047_f69d90c35b.jpg|3|Négy lány hátrahajlít, miközben a szabadban játszik.
3067885047_f69d90c35b.jpg|4|Négy gyerek hátul áll egy száraz levelekkel borított udvaron.
3067971348_69af5bb309.jpg|0|Egy kerékpáros egy fehér vonal mentén halad egy nyüzsgő városközpontban.
3067971348_69af5bb309.jpg|1|Egy lány biciklizik és mindenki rohan mellette a városban.
3067971348_69af5bb309.jpg|2|Egy kerékpáros nő stop akcióképe
3067971348_69af5bb309.jpg|3|Gyalogosok és kerékpárosok egy forgalmas utcán átkelve
3067971348_69af5bb309.jpg|4|A város éjszaka.
3068407619_5207b26986.jpg|0|Egy férfi szörfözik, és letette a kezét a vízbe.
3068407619_5207b26986.jpg|1|Egy személy szörfözés közben fölé hajol .
3068407619_5207b26986.jpg|2|Egy félmeztelen férfi ejtőernyőzés közben hátradől.
3068407619_5207b26986.jpg|3|Egy szörfös kinyújtott kézzel sikolgatja a vizet.
3068407619_5207b26986.jpg|4|egy fiatal férfi ejtőernyőzés az óceánban.
3068735836_872fba3068.jpg|0|Egy férfi motoros trükköt csinál a versenypályán, miközben sokan nézik.
3068735836_872fba3068.jpg|1|Egy férfi kerekez egy motorkerékpáron, miközben a tömeg nézi.
3068735836_872fba3068.jpg|2|Egy férfi kerekes kereket húz egy motorkerékpáron, miközben egy embercsoport figyeli.
3068735836_872fba3068.jpg|3|Egy motorkerékpár felpattant egy kerekes kerékkel egy embercsoport előtt.
3068735836_872fba3068.jpg|4|Egy motoros felborulni készül.
3068945309_ff0973e859.jpg|0|Egy fehér egyenruhás kosárlabdázó ugrást hajt végre egy fekete egyenruhát viselő csapat ellen.
3068945309_ff0973e859.jpg|1|Egy kosárlabdázó lövöldözik.
3068945309_ff0973e859.jpg|2|Egy fehér egyenruhát viselő férfi próbál lövést adni, de a két fekete ruhás férfi megpróbálja megakadályozni.
3068945309_ff0973e859.jpg|3|A kosárlabdázók ugrálnak a labdáért, miközben a tömeg nézi.
3068945309_ff0973e859.jpg|4|Fehér egyenruhás kosárlabdázó ugrik, hogy egy lövést csináljon, miközben a fekete ruhás játékos blokkolja.
3068994801_b2bc079e67.jpg|0|Egy lilába és kékbe öltözött lány sétál a kerékpárja mellett éjszaka.
3068994801_b2bc079e67.jpg|1|Egy élénk színekben pompázó lány biciklizik egy sötét területen.
3068994801_b2bc079e67.jpg|2|Egy lila felsőt viselő nő kerékpározik két kőoszlop között.
3068994801_b2bc079e67.jpg|3|Egy nő kerékpáron sétál néhány oszlop között.
3068994801_b2bc079e67.jpg|4|Egy lila felsőt és kék nadrágot viselő nő biciklizik az árnyékban.
3069037969_bb7319e0dc.jpg|0|Egy fekete-fehér kutya ugrik a teniszlabdákkal teli medencében.
3069037969_bb7319e0dc.jpg|1|Egy fekete-fehér kutya úszik a medencében
3069037969_bb7319e0dc.jpg|2|Egy fekete-fehér kutya úszik és teniszlabdákkal játszik a medencében.
3069037969_bb7319e0dc.jpg|3|Egy fekete-fehér kutya a teniszlabdákért úszik.
3069037969_bb7319e0dc.jpg|4|Van egy fekete-fehér kutya egy szikrázó kék medencében.
3069216757_c419b3898e.jpg|0|Egy lány rózsaszín csíkos ingben áll a szekrény előtt.
3069216757_c419b3898e.jpg|1|Egy lány rózsaszín csíkos ingben pózol a kamerának.
3069216757_c419b3898e.jpg|2|Egy rózsaszín csíkos inget viselő lány a levegőbe dobja a karját.
3069216757_c419b3898e.jpg|3|Egy rózsaszín és narancssárga színű pólót viselő fiatal lány előrenyújtja a karját, és boldognak tűnik.
3069216757_c419b3898e.jpg|4|A rózsaszín csíkos inget viselő lány kinyújtott karral áll az ajtóban.
3069282021_e05e1829f3.jpg|0|Kutyák száguldanak egy pálya körül
3069282021_e05e1829f3.jpg|1|Kutyák versenyeznek egy professzionális kutyaversenyen
3069282021_e05e1829f3.jpg|2|Kutyák versenyeznek a pályán
3069282021_e05e1829f3.jpg|3|Öt kutya versenyez egymással egy pályán.
3069282021_e05e1829f3.jpg|4|Hat kutya versenyez egy versenyen.
3069786374_804e1123ac.jpg|0|közönség előtt fellépő mazsorett osztag
3069786374_804e1123ac.jpg|1|A mazsorettek egy edzőteremben lépnek fel
3069786374_804e1123ac.jpg|2|A két férfi a levegőbe dobja a rangadót.
3069786374_804e1123ac.jpg|3|Két férfi pompomlány elkap egy lány pompomlányt a levegőben.
3069786374_804e1123ac.jpg|4|Két férfi feldob egy pompomlányt a levegőbe, majd elkapja.
3069937639_364fc11e99.jpg|0|Egy kutya fut át ​​a mezőn.
3069937639_364fc11e99.jpg|1|Egy világos színű kutya ugrál a mezőn.
3069937639_364fc11e99.jpg|2|Egy fehér kutya szaladgál egy füves mezőn.
3069937639_364fc11e99.jpg|3|Egy fehér kutya fut át ​​a mezőn.
3069937639_364fc11e99.jpg|4|Kis kutya fut a mezőn.
3070011270_390e597783.jpg|0|Egy fekete és barna kutya sétál a vízben és néz a kamerába.
3070011270_390e597783.jpg|1|Egy barna arcú fekete kutya úszik.
3070011270_390e597783.jpg|2|barna-fekete kutya úszik a folyóban
3070011270_390e597783.jpg|3|Egy nagytestű kutya felnéz úszás közben.
3070011270_390e597783.jpg|4|Kutya fekete és barna arccal, vízben állt, felnézett a kamerába.
3070031806_3d587c2a66.jpg|0|Egy kutya fut a homokon a tengerparton, miközben gazdája a többi kutyát nézi a tengerparton.
3070031806_3d587c2a66.jpg|1|Egy férfi és 4 kutya játszik a tengerparton.
3070031806_3d587c2a66.jpg|2|Egy férfi áll a parton a tengerparton 4 kutyával.
3070031806_3d587c2a66.jpg|3|Egy férfi 4 kutya előtt áll a tengerparton.
3070031806_3d587c2a66.jpg|4|Férfi négy kutya játékát nézi a tengerparton
3070130228_67dcfee9ae.jpg|0|Két futballista készül a következő mérkőzésre.
3070130228_67dcfee9ae.jpg|1|Két futballista túra formációban.
3070130228_67dcfee9ae.jpg|2|Két labdarúgó futballtúrára készül.
3070130228_67dcfee9ae.jpg|3|Két kék, piros és fehér futballruhát viselő ember kuporgott, mintha játszana.
3070130228_67dcfee9ae.jpg|4|Két piros fehér és kék futballruhás játékos guggol a pályán.
3070274658_fc39fd4f84.jpg|0|sötét ruhás férfiak egy tábortűz körül
3070274658_fc39fd4f84.jpg|1|A férfiak egy tűz körül ülnek.
3070274658_fc39fd4f84.jpg|2|Három férfi ül éjjel egy máglya körül, mellettük egy asztal itallal.
3070274658_fc39fd4f84.jpg|3|Három férfi ül a tűz körül egy kabin előtt.
3070274658_fc39fd4f84.jpg|4|Három idősebb férfi ül egy tábortűz körül éjjel.
3070485870_eab1a75c6f.jpg|0|Egy snowboardos a levegőben van, miután ugrott néhány fa közelében.
3070485870_eab1a75c6f.jpg|1|Egy snowboardos átugrik a hólejtőn.
3070485870_eab1a75c6f.jpg|2|Egy snowboardos egy erdős háttér előtt ugrál.
3070485870_eab1a75c6f.jpg|3|Egy snowboardos ugrást hajt végre a hóban.
3070485870_eab1a75c6f.jpg|4|A snowboardos mutatványokat hajt végre a deszkán a hóban.
3070713991_8696796937.jpg|0|Egy sisakos fiú kiugrik egy rögtönzött, gumiabroncsokból álló dzsungeltornateremből.
3070713991_8696796937.jpg|1|Egy fiú leugrott a régi gumikról
3070713991_8696796937.jpg|2|Egy barna ruhás gyerek festett gumikról ugrál a fák előtt alkonyatkor.
3070713991_8696796937.jpg|3|Egy sisakos gyerek átugrik egy halom régi gumit.
3070713991_8696796937.jpg|4|Egy kisfiú leugrik egy gumidombról az erdőben.
3071676551_a65741e372.jpg|0|Egy személy szörfdeszkán lovagol a hullámokon.
3071676551_a65741e372.jpg|1|Szörfölő személy.
3071676551_a65741e372.jpg|2|Egy szörfös egy hullámot lovagol.
3071676551_a65741e372.jpg|3|Egy nagy hullámon lovagló szörfös
3071676551_a65741e372.jpg|4|Egy szörfös, aki szörfdeszkán lovagol zord tengeren.
3072114570_e1c0127529.jpg|0|Egy bicikliző fiú kisöccsével egy gyerekülésben közlekedik, ami megdől.
3072114570_e1c0127529.jpg|1|Egy fiú lovagol az utcán, mögötte egy fiatalabb fiú ugyanazon a kerékpáron.
3072114570_e1c0127529.jpg|2|Két hátizsákos fiú biciklizik egy tócsán az úton.
3072114570_e1c0127529.jpg|3|Két bicikliző ember egy stoptábla felé halad.
3072114570_e1c0127529.jpg|4|két kisgyerek biciklizik egy földúton egy tócsán keresztül .
3072172967_630e9c69d0.jpg|0|A fehér-zöld középiskolai csapat egyik játékosa cselekszik a pályán a másik csapat egyik játékosa védelmében.
3072172967_630e9c69d0.jpg|1|Négy kosárlabdázó akcióban.
3072172967_630e9c69d0.jpg|2|Négy férfi kosarazik, minden csapatból kettő.
3072172967_630e9c69d0.jpg|3|Két zöld-fehér egyenruhás fiú kosárlabdázik két kék-fehér egyenruhás fiúval.
3072172967_630e9c69d0.jpg|4|Fiatal férfiak kosárlabdáznak egy versenyen.
3072611047_109bf8b7c3.jpg|0|Két gyerek egymás mellett merül a folyóba.
3072611047_109bf8b7c3.jpg|1|Két gyermek ugrás a vízbe.
3072611047_109bf8b7c3.jpg|2|Két ember fejjel előre merül a vízbe.
3072611047_109bf8b7c3.jpg|3|Két ember búvárkodik egy víztestbe.
3072611047_109bf8b7c3.jpg|4|Két fiatal fiú fejjel előre búvárkodik a vízbe kis hullámokkal.
3072730593_b7322d2e05.jpg|0|Egy nő jelmezbe öltözött, kalapjában hatalmas toll.
3072730593_b7322d2e05.jpg|1|Egy nő bársonybordó kalapot visel nagy barack tollal.
3072730593_b7322d2e05.jpg|2|Egy nő tollal a kalapján.
3072730593_b7322d2e05.jpg|3|egy fiatal nő lila kalapot visel rózsaszín tollal
3072730593_b7322d2e05.jpg|4|A nő piros kalapot visel, amelyet hatalmas narancssárga toll díszít.
3072782873_3278f3b3a7.jpg|0|Egy férfi és egy nő csókolóznak egy zsúfolt utcában.
3072782873_3278f3b3a7.jpg|1|Egy férfi és egy nő csókolóznak az utcán.
3072782873_3278f3b3a7.jpg|2|Csókolózó pár az utca közepén.
3072782873_3278f3b3a7.jpg|3|Férfi és nő csókolóznak egy nyilvános utcán.
3072782873_3278f3b3a7.jpg|4|Két ember csókolózik, két oldalán régi épületek állnak, a háttérben pedig emberek sétálnak fel.
307301755_48919ef1b2.jpg|0|Egy fekete férfi ül egy fa mellett egy vidéki területen.
307301755_48919ef1b2.jpg|1|Egy kék sapkás férfi ül egy fa alatt egy zsámolyon.
307301755_48919ef1b2.jpg|2|Egy piros inges férfi ül egy műanyag széken egy árnyékos homokos területen.
307301755_48919ef1b2.jpg|3|Egy férfi ül egy kék padon, és egy faoszlopnak támaszkodik.
307301755_48919ef1b2.jpg|4|Egy férfi ül és egy rúdnak dőlve tart egy kis állatot.
307321761_606fc91673.jpg|0|Egy csapat egyenruhás gyerek áll kint.
307321761_606fc91673.jpg|1|Egy sárga kutya áll az úton, kék inges gyerekekkel körülvéve.
307321761_606fc91673.jpg|2|Egyenruhás gyerekek kutyával állnak az úton.
307321761_606fc91673.jpg|3|Kislányok csoportja és egy kutya állt az úton.
307321761_606fc91673.jpg|4|Több fiatal lány áll egy vidéki úton.
307327914_f98f576adb.jpg|0|Egy vértes egy idősebb férfi szemüveges beszél.
307327914_f98f576adb.jpg|1|Egy férfi kék inget és szemüveget visel.
307327914_f98f576adb.jpg|2|Egy fekete keretes szemüveges és bajuszos férfi beszél.
307327914_f98f576adb.jpg|3|Egy szemüveges és bajuszos férfi egy mondat közepén áll .
307327914_f98f576adb.jpg|4|Egy idősebb férfi szemüveges néz ki a kamerából.
3073535022_4af81f360c.jpg|0|Egy férfi trükköt hajt végre egy szörfdeszkán a vízben.
3073535022_4af81f360c.jpg|1|Egy sárga inges szörfös, aki egy hullámot lovagol egy fehér szörfdeszkán
3073535022_4af81f360c.jpg|2|egy fehér szörfdeszkán ülő szörfös, aki sárga inget visel, egyik karjával a levegőben.
3073535022_4af81f360c.jpg|3|egy szörfös lovagol a hullámon.
3073535022_4af81f360c.jpg|4|Egy sárga inges nő szörföz egy fehér szörfdeszkán.
3073579130_7c95d16a7f.jpg|0|egy férfi piros kendőt visel
3073579130_7c95d16a7f.jpg|1|Egy férfi fejfedővel.
3073579130_7c95d16a7f.jpg|2|Egy arab sálat viselő férfi, egy másik férfival a háttérben.
3073579130_7c95d16a7f.jpg|3|Egy fehér férfi turbánban.
3073579130_7c95d16a7f.jpg|4|Arcszőrzetű férfi vörös és fehér palesztin stílusú fejkendőt visel.
3074265400_bf9e10621e.jpg|0|Tömeg áll egy épület körül, előtte három zászló.
3074265400_bf9e10621e.jpg|1|Egy csoport ember egy épület előtt áll zászlókkal.
3074265400_bf9e10621e.jpg|2|Embercsoportok pihennek az épületen kívül.
3074265400_bf9e10621e.jpg|3|Emberek állnak a zászlórudak mellett egy üvegépület előtt.
3074265400_bf9e10621e.jpg|4|Emberek tömegét mutatja egy üvegépület előtt, három országzászlóval a magasban.
3074617663_2f2634081d.jpg|0|Egy kutya ás a homokban.
3074617663_2f2634081d.jpg|1|Egy kutya lyukat ás a homokban.
3074617663_2f2634081d.jpg|2|A kutya mancsát és arcát homok borítja.
3074617663_2f2634081d.jpg|3|Egy kutya kinyújtott nyelvvel ül egy lyuk fölött a homokban.
3074617663_2f2634081d.jpg|4|A németjuhász nagy lyukat ás a homokba.
3074842262_62b1b2168c.jpg|0|Egy fiú átrúg egy halom levelet.
3074842262_62b1b2168c.jpg|1|Egy kék inges fiú lerúgja az elhalt leveleket egy halom levélről.
3074842262_62b1b2168c.jpg|2|Egy kék felsőt viselő kölyök beleugrik egy gereblyézett levélkupacba a fák előtt.
3074842262_62b1b2168c.jpg|3|Egy kék ruhás kisfiú szaladgál egy halom barna levél között.
3074842262_62b1b2168c.jpg|4|Egy fiatal fiú felemelt lábbal áll egy nagy halom levélben.
3075068274_2a28a5263b.jpg|0|Egy fiú gördeszkán áll a rámpa tetején.
3075068274_2a28a5263b.jpg|1|Egy személy kockás ingben gördeszkán ül egy félcsőn.
3075068274_2a28a5263b.jpg|2|Egy gördeszkás a rámpán .
3075068274_2a28a5263b.jpg|3|Kockás inges személy ugrál egy gördeszkán a rámpán.
3075068274_2a28a5263b.jpg|4|A fiú biztonságosan felkorcsolyázik a rámpán, mielőtt ismét leereszkedne.
3076052114_233f42ae5b.jpg|0|Két fekete, barna és fehér kutya szaladgál a vidéken, fehér bárányokkal a háttérben.
3076052114_233f42ae5b.jpg|1|Két fekete kutya fut egy füves területen, két fehér bárány a háttérben.
3076052114_233f42ae5b.jpg|2|két kutya sétál egy birkaföldön.
3076052114_233f42ae5b.jpg|3|Két kutya szaladgál egy mezei juhokat terelve.
3076052114_233f42ae5b.jpg|4|Két kutya fut át ​​egy zöld mezőn, két fehér állattal a háttérben.
3076928208_5763e9eb8c.jpg|0|Egy fekete-barna kutya a levegőben ugrál egy füves területen, egy kerítés előtt.
3076928208_5763e9eb8c.jpg|1|Egy kutya fut valamivel a szájában a fűben.
3076928208_5763e9eb8c.jpg|2|Fekete és sárgásbarna kutya minden mancsával a földről , és sárga tárggyal a szájában .
3076928208_5763e9eb8c.jpg|3|A fekete-barna kutya játszik az udvaron.
3076928208_5763e9eb8c.jpg|4|A kerítés melletti kutya szaladgál a füvön.
3077166963_fe172c709d.jpg|0|Egy lány rönkön áll és fényképez.
3077166963_fe172c709d.jpg|1|Egy lány két farönkön áll, miközben a mezőt fényképezi.
3077166963_fe172c709d.jpg|2|Egy lány két vékony rönkön áll és bivalyokat fényképez a folyón túl.
3077166963_fe172c709d.jpg|3|Egy fiatal nő áll egy fa ágán egy folyó felett, és egy képet bivalyról készít.
3077166963_fe172c709d.jpg|4|Nő áll a kidőlt fákon a kanyargós folyó közelében, és állatokat fényképez.
3077781040_bc27778609.jpg|0|Egy kerékpárversenyző felszalad egy rámpán a kerékpárjával.
3077781040_bc27778609.jpg|1|Egy motoros fut kerékpárjával a kezében egy rámpán.
3077781040_bc27778609.jpg|2|Egy férfi kerékpárt cipel.
3077781040_bc27778609.jpg|3|egy férfi fut a kerékpárjával.
3077781040_bc27778609.jpg|4|Férfi kerékpáron ül a levegőben.
3078229723_2aa52600de.jpg|0|egy afrikai férfi kék farmerben tartja két fiú kezét, akik fagylaltot esznek.
3078229723_2aa52600de.jpg|1|Az ember két gyermek kezét fogja.
3078229723_2aa52600de.jpg|2|A férfi két fiú kezét fogja.
3078229723_2aa52600de.jpg|3|Két fiú fagylaltot eszik egy felnőtt kezében.
3078229723_2aa52600de.jpg|4|Két fiatal fiú fogja egy férfi kezét.
3078844565_16e9cdcea2.jpg|0|Egy férfi megragadja a szikla alsó részét.
3078844565_16e9cdcea2.jpg|1|Egy férfi farmerben és fehér ingben áll egy sziklaformáció közelében, háttal a kamerának.
3078844565_16e9cdcea2.jpg|2|egy férfi egy sziklán mászik, lábaival egy barna fémlemezen
3078844565_16e9cdcea2.jpg|3|Egy fehér inget és farmert viselő férfi megpróbál felmászni egy sziklára.
3078844565_16e9cdcea2.jpg|4|A fehér pólós férfi mászni kezd egy sziklán.
3079073247_97e88e2eb7.jpg|0|Egy fekete-piros kabátos és sisakos férfi mutatványt hajt végre motoron.
3079073247_97e88e2eb7.jpg|1|Egy férfi állt egy motoron, és mutatványt csinál
3079073247_97e88e2eb7.jpg|2|Egy személy kerekes trükköt hajt végre egy motorkerékpáron a parkolóban .
3079073247_97e88e2eb7.jpg|3|Motorkerékpár merész a felnevelt motorkerékpáron.
3079073247_97e88e2eb7.jpg|4|Valaki oldalra ül egy motorkerékpáron.
3079341641_f65f6b0f8b.jpg|0|Két kislány mosolyog a folyosón
3079341641_f65f6b0f8b.jpg|1|Két kislány a folyosón, egy nő áll a háttérben.
3079341641_f65f6b0f8b.jpg|2|Két nővér rohangál a ház folyosóin.
3079341641_f65f6b0f8b.jpg|3|Két kislány fut a folyosón.
3079341641_f65f6b0f8b.jpg|4|Két fiatal lány játszik egy otthonban.
3079786914_fe598b0e54.jpg|0|Egy fiatal fiú és lány játszanak az alagútban.
3079786914_fe598b0e54.jpg|1|Kisgyerekek játszanak egy kis sárga és kék csőben.
3079786914_fe598b0e54.jpg|2|Két gyerek ül egy kék és sárga alagútban.
3079786914_fe598b0e54.jpg|3|két lány játszik egy alagútban.
3079786914_fe598b0e54.jpg|4|Két kisgyerek játszik egy összecsukható szövetalagútban.
3079787482_0757e9d167.jpg|0|Egy kislány megölel egy másik kislányt.
3079787482_0757e9d167.jpg|1|Egy kisgyermeket tart egy másik gyerek, aki egyenesen ránk néz.
3079787482_0757e9d167.jpg|2|Két kisgyermek pózol a kamerának.
3079787482_0757e9d167.jpg|3|Két kisgyermek tartja egymást és pózol.
3079787482_0757e9d167.jpg|4|Két fiatal lány ölel.
3079917032_3cfacb2fd7.jpg|0|Egy piros pulóveres nő és egy lány egy zöld pulcsis lány és egy barna kabátos és rózsaszín pénztárcás lány előtt áll.
3079917032_3cfacb2fd7.jpg|1|Egy piros pulóveres nő elmegy két fiatalabb nő mellett beszélgetni egy forgalmas utca közelében.
3079917032_3cfacb2fd7.jpg|2|Egy piros pulóveres nő elmegy két fiatalabb nő mellett, akik beszélgetnek.
3079917032_3cfacb2fd7.jpg|3|Három ázsiai nő, két fiatal, egy öreg, egy városi járdán.
3079917032_3cfacb2fd7.jpg|4|két ázsiai nő beszélget egy idősebb nő mögött, aki piros pulóvert visel.
307994435_592f933a6d.jpg|0|Egy piros kabátos férfi egy darab papírt tart pózol közben.
307994435_592f933a6d.jpg|1|Egy ázsiai srác csukott szemmel és kinyújtott nyelvvel feltartja a hüvelykujját.
307994435_592f933a6d.jpg|2|Egy piros kabátot viselő ázsiai tinédzsernek a hüvelykujja felfelé tart, a nyelve pedig kilóg.
307994435_592f933a6d.jpg|3|Ázsiai férfi remek fel adva az utcán.
307994435_592f933a6d.jpg|4|Férfi piros kabátban ad egy remek, egyik kezével a gazdaság jegyet a másikban.
3080056515_3013830309.jpg|0|Egy fiú suttog egy lánynak, aki piros-fehér sapkát és sálat visel.
3080056515_3013830309.jpg|1|Az egyik személy suttog a másiknak.
3080056515_3013830309.jpg|2|A fiú a lányok fülébe suttog.
3080056515_3013830309.jpg|3|A piros-fehér sapkás gyerek a barna hajú, zöld kabátos gyereket hallgatja.
3080056515_3013830309.jpg|4|Két gyerek állt nagyon közel.
308014594_f1d5e75507.jpg|0|Két japán lány hagyományos ruhát visel.
308014594_f1d5e75507.jpg|1|Két japán hölgy színes kimonóval .
308014594_f1d5e75507.jpg|2|Két nő gésának öltözve.
308014594_f1d5e75507.jpg|3|Két élénk színű hagyományos ázsiai ruhába öltözött nő áll a lépcső tetején.
308014594_f1d5e75507.jpg|4|Két nő kidolgozott japán jelmezben.
3080891382_edf83dde18.jpg|0|Egy gyerek befogja a száját, amikor egy barátjának suttog.
3080891382_edf83dde18.jpg|1|Egy zöld téli ruhás gyerek feltartja a kezét, miközben két másik gyerek néz rá.
3080891382_edf83dde18.jpg|2|Három nehéz kabátba, kesztyűbe és kötött sapkába öltözött gyerek eltakarja a száját.
3080891382_edf83dde18.jpg|3|Két gyerek áll és suttog egymásnak, miközben egy másik néz.
3080891382_edf83dde18.jpg|4|két kisgyerek, akik gyapjúsapkát és kesztyűt viselnek, eltakarják a szájukat, miközben egymásnak suttognak.
3081182021_22cfa18dd4.jpg|0|Egy motoros trükközik a rámpán.
3081182021_22cfa18dd4.jpg|1|egy fából készült rámpán át a levegőbe ugró kerékpáros .
3081182021_22cfa18dd4.jpg|2|Egy fiú magasröptű trükköt hajt végre a kerékpárjával egy előkészített pályán.
3081182021_22cfa18dd4.jpg|3|Egy férfi magasra ugrik a levegőben egy fa rámpa fölött egy kerékpárral.
3081182021_22cfa18dd4.jpg|4|Egy személy kerékpáros trükköket csinál egy fából készült rámpán .
3081330705_7a1732e12c.jpg|0|Egy férfi egy szikla tetején fekszik, kilátással az erdőre és a tóra.
3081330705_7a1732e12c.jpg|1|Egy ember egy sziklán.
3081330705_7a1732e12c.jpg|2|Egy férfi áll egy hegyen, kilátással a fákra és a tóra.
3081330705_7a1732e12c.jpg|3|Egy férfi áll a hegytetőn, és a száraz erdőkre és tavakra néz.
3081330705_7a1732e12c.jpg|4|A férfi kék inget visel, és néhány havas hegy előtt áll.
3081363964_d404eccae8.jpg|0|Egy barna kutya morog a földön.
3081363964_d404eccae8.jpg|1|Egy kutya vigyorog a kamerába.
3081363964_d404eccae8.jpg|2|Egy kutya az oldalán fekszik a járdán tátott szájjal és a fogait mutatja.
3081363964_d404eccae8.jpg|3|Egy kutya megmutatja a fogait, miközben egy másik kutyával játszik.
3081363964_d404eccae8.jpg|4|Két golden retriever van ezen a képen, de csak az egyik látható, és úgy tűnik, hogy mosolyog.
3081734118_6f2090215c.jpg|0|egy barna-fehér kutyának nyitva van a szája, és készen áll, hogy elkapjon egy zöld labdát.
