image,caption_number,caption,id
3030824089_e5a840265e.jpg,0,Egy nagy fekete és barna kutya játszik a szabadban.,3760
3030824089_e5a840265e.jpg,1,Egy fekete-barna kutya ugrál a zöld füvön.,3760
3030824089_e5a840265e.jpg,2,Egy barna és fekete kutya szaladgál a füvön a szabadban a járda előtt.,3760
3030824089_e5a840265e.jpg,3,Egy kutya fut.,3760
3030824089_e5a840265e.jpg,4,Egy német juhász ugrik balra a foltos füvön.,3760
3030962048_f71948226c.jpg,0,Egy idős indiai hölgy narancssárga fejkendőt és karpereceket visel.,3761
3030962048_f71948226c.jpg,1,egy idős nő mosolyog a kamerába.,3761
3030962048_f71948226c.jpg,2,Egy mosolygó öregasszonyt Indiában sáfrány kendő takar.,3761
3030962048_f71948226c.jpg,3,Egy narancssárga sálat viselő nő mosolyog és a kamerába néz.,3761
3030962048_f71948226c.jpg,4,Öreg nő fogak hiánya áll fém tárggyal a kezében.,3761
3031263767_2e3856130e.jpg,0,Egy nő a kezében egy gyermek sétál a vízben.,3762
3031263767_2e3856130e.jpg,1,Egy sárga ruhás nő egy gyereket hord a vízben.,3762
3031263767_2e3856130e.jpg,2,Egy nő egy gyermeket visz át egy kis folyón.,3762
3031263767_2e3856130e.jpg,3,"Egy nő hordja gyermekét, miközben sekély vízben szitált.",3762
3031263767_2e3856130e.jpg,4,Hölgy hordozó gyermekét a folyóban.,3762
3032790880_d216197d55.jpg,0,"Egy piros-fehér egyenruhás futballista üldözte a futballlabdát, és egy lila egyenruhás játékos megbotlott.",3763
3032790880_d216197d55.jpg,1,A srácok fociznak.,3763
3032790880_d216197d55.jpg,2,A lilában öltözött futballista visszatartja a labdát a piros ruhás férfi elől.,3763
3032790880_d216197d55.jpg,3,Két futballista harcol egy futball-labdáért egy füves pályán.,3763
3032790880_d216197d55.jpg,4,két futballista rúg egy futballlabdát.,3763
3033210806_3ffc0a231a.jpg,0,Egy téli ruhába öltözött idősebb hölgy néz ki egy fehér erkélyre.,3764
3033210806_3ffc0a231a.jpg,1,Egy nő kabátban és sálban egy fehér korlát mögött.,3764
3033210806_3ffc0a231a.jpg,2,"Egy nő gesztenyebarna sálban ül, és egy fehér korlátra néz.",3764
3033210806_3ffc0a231a.jpg,3,közelkép egy hölgy egy kabátot és egy lila sálat ül egy kék széken,3764
3033210806_3ffc0a231a.jpg,4,"Az idős ember szívesen ül a fedélzeten a hideg, de napsütéses napon.",3764
3033257301_e2c8a39b04.jpg,0,A három hölgy anyanyelvi öltözékében figyeli.,3765
3033257301_e2c8a39b04.jpg,1,"Három zöld, narancssárga és sárga ruhába öltözött ember fog egymás kezét.",3765
3033257301_e2c8a39b04.jpg,2,Három vékony nő színes ruhákban.,3765
3033257301_e2c8a39b04.jpg,3,Három nő élénk színű ruhákban.,3765
3033257301_e2c8a39b04.jpg,4,három élénk színű ruhát viselő nő fogja egymás kezét.,3765
3033612929_764d977bd5.jpg,0,Egy nagy kutya és egy kicsi sétál a játékaikkal.,3766
3033612929_764d977bd5.jpg,1,"Egy kis fehér kutya valami kéket hord a szájában, egy nagyobb barna-fekete kutya pedig valami narancssárgát a szájában.",3766
3033612929_764d977bd5.jpg,2,Két kutya játszik kint a víz közelében.,3766
3033612929_764d977bd5.jpg,3,Két kutya játszik egymással a szabadban.,3766
3033612929_764d977bd5.jpg,4,Két kutya sétál a játékaikkal.,3766
3033668641_5905f73990.jpg,0,Egy fehér sisakos férfi egy puszta sziklafalba kapaszkodik,3767
3033668641_5905f73990.jpg,1,Egy fehér sisakot viselő férfi sziklát mászik.,3767
3033668641_5905f73990.jpg,2,Egy ember minden felszerelésével sziklamászás .,3767
3033668641_5905f73990.jpg,3,Egy sziklamászó fehér sisakot visel.,3767
3033668641_5905f73990.jpg,4,Szakállas férfi sziklamászás.,3767
3033686219_452b172ab0.jpg,0,Egy fekete kutya fekszik a homokban.,3768
3033686219_452b172ab0.jpg,1,Egy fekete kutya ül a homokban.,3768
3033686219_452b172ab0.jpg,2,Egy piros nyakörvű fekete kutya ül a homokban.,3768
3033686219_452b172ab0.jpg,3,egy fekete labor ül a homokban.,3768
3033686219_452b172ab0.jpg,4,Egy barna kutya ül a parton.,3768
3033741581_136889ac73.jpg,0,Egy fiú áll a kinti medencében.,3769
3033741581_136889ac73.jpg,1,Egy kisfiú játszik a vízben egy víziparkban.,3769
3033741581_136889ac73.jpg,2,Egy félmeztelen gyermek a medence sekély vizében játszik lehajolva.,3769
3033741581_136889ac73.jpg,3,egy fiatal fiú medencében játszik.,3769
3033741581_136889ac73.jpg,4,Egy fiatal fiú játszik egy sekély medence vizében.,3769
3033825101_44a4390f16.jpg,0,Egy baseballdobó bowlingoz a labdával.,3770
3033825101_44a4390f16.jpg,1,"Egy ember, aki baseballozik és dobálja a labdát.",3770
3033825101_44a4390f16.jpg,2,Egy dobó dobja a labdát.,3770
3033825101_44a4390f16.jpg,3,Kisbajnoki dobó,3770
3033825101_44a4390f16.jpg,4,"A fickó baseball egyenruhában van, egy baseballpályán és baseballt dob",3770
3034585889_388d6ffcc0.jpg,0,"Egy ránéző elkap egy krosszmotort az oldalán egy kiömlés után, míg egy másik elszáguld mellette.",3771
3034585889_388d6ffcc0.jpg,1,"Egy biciklivel járó férfi cipzároz, egy másik lecsúszik a földre, és egy harmadik sárga kabátos férfi néz rá.",3771
3034585889_388d6ffcc0.jpg,2,"Egy férfi egy motorkerékpár, hogy egy szűk kanyar",3771
3034585889_388d6ffcc0.jpg,3,"Egy személy motorozik, és egy élénksárga kabátot viselő személy nézi, hogy valaki leesik a kerékpárjáról.",3771
3034585889_388d6ffcc0.jpg,4,A kerékpáros más sportmotorosok balesetét nézi.,3771
3035118753_69287079dc.jpg,0,Egy szőke fiú és egy lány pizsamában sminkelve.,3772
3035118753_69287079dc.jpg,1,Egy lány a karjával egy fiút eltakarva az arcát .,3772
3035118753_69287079dc.jpg,2,Egy kislány átkarolja egy kisfiút.,3772
3035118753_69287079dc.jpg,3,egy fiatal lány megölel egy kisfiút.,3772
3035118753_69287079dc.jpg,4,a lány mellett ülő kisfiú eltakarja az arcát a kezével .,3772
3035785330_2fd5e32bb1.jpg,0,Egy gyerek lovagol egy férfi hátán.,3773
3035785330_2fd5e32bb1.jpg,1,Egy férfi és egy fiú birkózik egy házban.,3773
3035785330_2fd5e32bb1.jpg,2,Egy férfi egy kisfiúnak malacot ad vissza a földre.,3773
3035785330_2fd5e32bb1.jpg,3,Egy férfi birkózik egy gyerekkel a padlón.,3773
3035785330_2fd5e32bb1.jpg,4,egy fiatal fiú egy másik férfi hátán játszik,3773
3035949542_cb249790f5.jpg,0,a lába két atléta focizik a pályán,3774
3035949542_cb249790f5.jpg,1,Két focizó gyerek alsó fele,3774
3035949542_cb249790f5.jpg,2,Két srác futballruhában futballlabdát kerget .,3774
3035949542_cb249790f5.jpg,3,"Ketten fociznak, míg hárman nézik.",3774
3035949542_cb249790f5.jpg,4,Két futballista üldöz egy labdát a fűben.,3774
3036033157_522a43a550.jpg,0,Egy fekete-fehér kutya kék labdát cipel egy trópusi helyen lévő ház udvarán.,3775
3036033157_522a43a550.jpg,1,Egy fekete-fehér kutya kék kutyajátékkal a szájában sétál át egy füves udvaron.,3775
3036033157_522a43a550.jpg,2,Egy kutya játszik egy kék tüskés labdával a fűben.,3775
3036033157_522a43a550.jpg,3,egy kutya játszik egy játékkal.,3775
3036033157_522a43a550.jpg,4,A fekete-fehér kutya szájában kék golyó van.,3775
303607405_f36edf16c6.jpg,0,Egy barna fehér kutya lerázza magáról a vizet.,3776
303607405_f36edf16c6.jpg,1,Egy piros pólyás bulldog lerázza magáról a vizet.,3776
303607405_f36edf16c6.jpg,2,egy kutya szárazon ráz .,3776
303607405_f36edf16c6.jpg,3,Egy nedves bulldog lerázza magáról a vizet.,3776
303607405_f36edf16c6.jpg,4,Egy nedves kutya kiszárítja magát.,3776
3036382555_30b7312cf3.jpg,0,Egy nő és egy lány játszanak a levelek mezőjében,3777
3036382555_30b7312cf3.jpg,1,Felöltözött kislányok játszanak a hulló őszi levelekben.,3777
3036382555_30b7312cf3.jpg,2,"A két fiatal lány tündérnek öltözött, és a szabadban a levelekben játszanak.",3777
3036382555_30b7312cf3.jpg,3,Két kis lány tündérnek öltözve.,3777
3036382555_30b7312cf3.jpg,4,két kislány sétál a levelek mentén.,3777
3036596725_541bbe0955.jpg,0,Egy agár egy versenyen fém szájkosárral .,3778
3036596725_541bbe0955.jpg,1,Egy fehér-fekete kutya versenyez a pályán,3778
3036596725_541bbe0955.jpg,2,Egy fehér kutya szájrésszel és piros nyakörvvel fut .,3778
3036596725_541bbe0955.jpg,3,Egy szájkosárt viselő fehér agár kutya szaladgál a pályán.,3778
3036596725_541bbe0955.jpg,4,Egy szájkosár fehér versenykutya száguldozik egy földes pálya kanyarjában.,3778
3036641436_d6594fc45f.jpg,0,Egy fiú ül két lány között egy hintán.,3779
3036641436_d6594fc45f.jpg,1,Három kék inges gyerek hintázik a hintán.,3779
3036641436_d6594fc45f.jpg,2,Három ember hintán .,3779
3036641436_d6594fc45f.jpg,3,Három zöld inget viselő ember lovagol együtt a hintán.,3779
3036641436_d6594fc45f.jpg,4,"Két lány hintázik egy fiúval, mindhárman ugyanolyan árnyalatú kék inget és kék farmert viselnek.",3779
3036971334_78187a9570.jpg,0,egy szőke férfi leugrott egy szikláról egy vízbe,3780
3036971334_78187a9570.jpg,1,"Egy férfi egy szikláról ugrál egy víztóba, miközben hárman nézik.",3780
3036971334_78187a9570.jpg,2,Négy ember kavargat a sziklákon a folyó szélén,3780
3036971334_78187a9570.jpg,3,"Az emberek egy sziklás szikla mellett állnak, alatta víz.",3780
3036971334_78187a9570.jpg,4,Három ember egy sziklás sziklán egy víztömeg felett.,3780
3037558954_20115165e3.jpg,0,Egy férfi szél vitorlázik az óceánban.,3781
3037558954_20115165e3.jpg,1,Egy férfi egy vitorláson áll a vízben.,3781
3037558954_20115165e3.jpg,2,Egy férfi szörfözik a strand közelében.,3781
3037558954_20115165e3.jpg,3,Egy személy szörfözik a vízben.,3781
3037558954_20115165e3.jpg,4,Egy széllovas a strand közelében.,3781
303795791_98ebc1d19a.jpg,0,Egy kis kutya üldözi a másikat a füvön.,3782
303795791_98ebc1d19a.jpg,1,Két kutya fut a füvön.,3782
303795791_98ebc1d19a.jpg,2,Két kis fehér kutya barna foltokkal szaladgál a fűben.,3782
303795791_98ebc1d19a.jpg,3,Két kis fehér és barna kutya kergeti egymást a fűben.,3782
303795791_98ebc1d19a.jpg,4,két foltos kutya fut át ​​egy mezőn,3782
3038045802_93f2cd5fbc.jpg,0,Egy síelő magasugrást csinál egy havas rámpán egy hegylánc közelében .,3783
3038045802_93f2cd5fbc.jpg,1,Egy síugró élvezi a téli szórakozást.,3783
3038045802_93f2cd5fbc.jpg,2,"Egy snowboardos leszáll egy ugrásról, amely egy nagy piros atomtábla mellett van.",3783
3038045802_93f2cd5fbc.jpg,3,"egy snowboardos a levegőben van, miután felszállt egy nagy ugrásból egy versenyen.",3783
3038045802_93f2cd5fbc.jpg,4,Egy snowboardos leugrik egy nagy rámpán a hegyekben.,3783
3038760935_9a713510eb.jpg,0,A két kutya ugrál .,3784
3038760935_9a713510eb.jpg,1,Két barna és fehér kutya száguld a pázsiton.,3784
3038760935_9a713510eb.jpg,2,Két barna és fehér kutya fut a füvön.,3784
3038760935_9a713510eb.jpg,3,Két kutya fut össze egy füves pázsiton.,3784
3038760935_9a713510eb.jpg,4,Két kis fehér és barna kutya egybekötve.,3784
3038941104_17ee91fc03.jpg,0,Egy srác a gördeszkán mutatványt csinál éjszaka.,3785
3038941104_17ee91fc03.jpg,1,Egy zöldet viselő férfi gördeszkával ugrik az utcán.,3785
3038941104_17ee91fc03.jpg,2,Egy gördeszkás egy közlekedési kúpot ugrál .,3785
3038941104_17ee91fc03.jpg,3,Egy fiatal férfi ugrik egy gördeszkán.,3785
3038941104_17ee91fc03.jpg,4,A gördeszkás ugrást hajt végre egy forgalmi kúp közelében.,3785
3039209547_81cc93fbec.jpg,0,egy közeli elmosódott kép egy zöld inget és barna nadrágot viselő férfiról.,3786
3039209547_81cc93fbec.jpg,1,Egy torz kép két férfiról az utcán sétálva.,3786
3039209547_81cc93fbec.jpg,2,Egy barna nadrágos férfi képét kinagyítják és kinyújtják.,3786
3039209547_81cc93fbec.jpg,3,Egy ácsnadrágot és zöld kapucnis pulóvert viselő férfi sétál az utcán.,3786
3039209547_81cc93fbec.jpg,4,Egy sötétkék kabátos és barna nadrágos férfi egy másik férfi mellett áll egy épület előtt.,3786
3039214579_43ef79f931.jpg,0,Egy sárga sisakos férfi sárga biciklivel sétál a tüntetők egy csoportja közelében.,3787
3039214579_43ef79f931.jpg,1,Egy férfi egy sárga bicikli mellett sétál a járdán.,3787
3039214579_43ef79f931.jpg,2,Egy férfi az utcán a sárga biciklijével,3787
3039214579_43ef79f931.jpg,3,Egy sárga és fekete sisakot viselő férfi sétál a sárga kerékpárjával.,3787
3039214579_43ef79f931.jpg,4,egy sárga kerékpáros bukósisakot viselő férfi sárga biciklijével sétált a járdán,3787
3039675864_0b7961844d.jpg,0,Egy férfi motorozott a járdán.,3788
3039675864_0b7961844d.jpg,1,"Egy személy segédmotoros kerékpárral közlekedik, miközben a nők galambokkal körülvéve egy padon ülnek.",3788
3039675864_0b7961844d.jpg,2,"Egy utca galambokkal, egy motorossal és egy nővel a padon.",3788
3039675864_0b7961844d.jpg,3,A madarak az utcán vannak.,3788
3039675864_0b7961844d.jpg,4,"két nő egy asztalnál eszik, sok galamb mellettük az utcán",3788
3040033126_9f4b88261b.jpg,0,Egy barna kutya egy szikláról a tóba ugrik.,3789
3040033126_9f4b88261b.jpg,1,Egy barna kutya vízbe ugrik egy szikláról.,3789
3040033126_9f4b88261b.jpg,2,Egy kutya belemerül a vízbe.,3789
3040033126_9f4b88261b.jpg,3,Egy kutya átugrik a vízen egy szikláról.,3789
3040033126_9f4b88261b.jpg,4,A kutya a vízbe ugrik.,3789
3040051410_6205682ba3.jpg,0,"Egy férfi ránéz egy nőre, aki elmosolyodik.",3790
3040051410_6205682ba3.jpg,1,"Egy férfi egy nő arcát nézi, miközben beszélnek.",3790
3040051410_6205682ba3.jpg,2,egy férfi bámul egy hölgyet.,3790
3040051410_6205682ba3.jpg,3,Egy középkorú férfi nézi a középkorú nőt.,3790
3040051410_6205682ba3.jpg,4,Egy idősebb férfi szórakozottan néz egy nőre.,3790
3040575300_0e4328d205.jpg,0,"Egy szörfös lovagol a zuhanó hullámokon, míg egy másik követi mögötte.",3791
3040575300_0e4328d205.jpg,1,"Egy férfi szörfdeszkán lovagol, egy férfi pedig egy szörfdeszkán feküdt a könnyű hullámokon.",3791
3040575300_0e4328d205.jpg,2,két szörfös lovagol a hullámokon a nyílt vízen.,3791
3040575300_0e4328d205.jpg,3,Két szörfös lovaglás egy kis hullám.,3791
3040575300_0e4328d205.jpg,4,Két szörfös trükközik a hullámokban.,3791
3041170372_c4376cd497.jpg,0,Egy kerékpáros lovagol a hegyekben.,3792
3041170372_c4376cd497.jpg,1,Egy férfi ugrál egy földrámpán egy bmx kerékpáron.,3792
3041170372_c4376cd497.jpg,2,Egy férfi biciklizik egy földúton lévő göröngyön.,3792
3041170372_c4376cd497.jpg,3,Egy hegyi kerékpáros sziklával ugrik a hegyen.,3792
3041170372_c4376cd497.jpg,4,Ember lovaglás egy hegyi kerékpár csinál egy ugrás a levegőben.,3792
3041348852_872c027c16.jpg,0,Öt kis fehér kutya szájkosárt visel és fut.,3793
3041348852_872c027c16.jpg,1,"Öt fehér-fehér és barna szájkosár kutya fut át ​​egy zöld, füves pázsiton.",3793
3041348852_872c027c16.jpg,2,Öt fehér szájú kutya fut a kamera felé.,3793
3041348852_872c027c16.jpg,3,Kis pofájú fehér kutyák szaladgálnak a fűben.,3793
3041348852_872c027c16.jpg,4,Több szájkosár kutya száguld a füvön.,3793
3041384194_04316bd416.jpg,0,Egy rövid hajvágású és szemöldökpiercinges lány megharapja az ujját és keresztbe teszi a karját.,3794
3041384194_04316bd416.jpg,1,"Egy nagyon sápadt vörös hajú tinédzsernek a kezét az arcához tartja, és gondolkodik.",3794
3041384194_04316bd416.jpg,2,Egy kék arcot viselő nő az ujját az orra mellett támasztja.,3794
3041384194_04316bd416.jpg,3,"Egy vörös hajú nő a szájához tartja a kezét, és töprengőnek tűnik.",3794
3041384194_04316bd416.jpg,4,"Rövid vörös hajú nő egyedül áll, aggódó arckifejezéssel.",3794
3041487045_b48ac7ed08.jpg,0,Egy kutya szaladgál az erdőben.,3795
3041487045_b48ac7ed08.jpg,1,Egy sápadt sárgásbarna kutya kószál egy erdős területen,3795
3041487045_b48ac7ed08.jpg,2,Egy barna kutya egy kis tárgyat cipel a szájában.,3795
3041487045_b48ac7ed08.jpg,3,egy cserzett kutya fut,3795
3041487045_b48ac7ed08.jpg,4,Egy sárga kutya üget a levelek között.,3795
3041645937_ff7591d134.jpg,0,Egy barna zakós és fehér inges férfi néz az oldalára.,3796
3041645937_ff7591d134.jpg,1,"Egy barna kabátos férfi, aki oldalra néz",3796
3041645937_ff7591d134.jpg,2,Egy fehér férfi kabátban néz balra,3796
3041645937_ff7591d134.jpg,3,Egy fiatal férfi állt egy zsúfolt területen.,3796
3041645937_ff7591d134.jpg,4,Középkorú férfi alkalmi ruhában néz ki a kamerából.,3796
3041689520_c481bdb20e.jpg,0,Meztelen gyerekek játszanak a sáros folyóparton.,3797
3041689520_c481bdb20e.jpg,1,Három fiú játszik a sárban.,3797
3041689520_c481bdb20e.jpg,2,Három gyerek vidéken játszik a sáros vízben.,3797
3041689520_c481bdb20e.jpg,3,Három meztelen gyerek játszik a sáros vízben.,3797
3041689520_c481bdb20e.jpg,4,"Három meztelen kisfiú játszik a folyóban, és sár borítja őket; az egyik feláll.",3797
3042173467_14394234da.jpg,0,Két lány hátatlan ruhában.,3798
3042173467_14394234da.jpg,1,Két estélyi ruhás lány néz hátra és mosolyog.,3798
3042173467_14394234da.jpg,2,Két csinos hölgy ruhája mélyen kivágott hátát mutatja be,3798
3042173467_14394234da.jpg,3,"Két mosolygós, hátatlan ruhás nő a kamerától elfordítva a fejét fordítja, hogy mögé nézzen.",3798
3042173467_14394234da.jpg,4,Két meztelen hátú ruhát viselő nő néz a válla fölött egy képért.,3798
3042380610_c5ea61eef8.jpg,0,Egy csoport ember egy hangkeverő asztal körül áll.,3799
3042380610_c5ea61eef8.jpg,1,"Emberek egy csoportja, akik hangberendezést néznek.",3799
3042380610_c5ea61eef8.jpg,2,Az emberek beltéren vizsgálják a hangberendezéseket.,3799
3042380610_c5ea61eef8.jpg,3,Az emberek megvizsgálják a felszerelést.,3799
3042380610_c5ea61eef8.jpg,4,Hat ember áll az elektromos berendezések mögött.,3799
3042381160_ffe2b16808.jpg,0,"Egy férfi a számítógépen dolgozik, miközben két ember ül és beszél elöl.",3800
3042381160_ffe2b16808.jpg,1,"Egy személy a számítógépnél , és öt ember az ülősarokban.",3800
3042381160_ffe2b16808.jpg,2,"Egy személy a számítógép előtt ül és dolgozik, miközben az emberek várnak.",3800
3042381160_ffe2b16808.jpg,3,"Egy személy, aki számítógépen dolgozik más berendezéssel, a háttérben három másik személy beszélget.",3800
3042381160_ffe2b16808.jpg,4,Több ember áll körül és számítógépes berendezést üzemeltet,3800
3042405316_ba3a01926b.jpg,0,Egy lány fehér mintás kék pulóverben ugrik egy halom levélbe.,3801
3042405316_ba3a01926b.jpg,1,Egy pulóveres lány egy halom levélbe merülve.,3801
3042405316_ba3a01926b.jpg,2,Egy lány egy halom levélbe ugrik,3801
3042405316_ba3a01926b.jpg,3,Egy lány egy halom levélbe ugrik.,3801
3042405316_ba3a01926b.jpg,4,Egy fiatal lány egy halom barna levélbe merül az udvaron.,3801
3042483842_beb23828b9.jpg,0,"Egy férfi kék ingben, fekete kabátban és szemüvegben, keresztbe tett kézzel mosolyogva.",3802
3042483842_beb23828b9.jpg,1,Egy bőrkabátos és szemüveges férfi mosolyog.,3802
3042483842_beb23828b9.jpg,2,Egy bőrkabátos férfi vigyorog a fogaival.,3802
3042483842_beb23828b9.jpg,3,"Egy szemüveges férfi, kék ing, fekete kabáttal és mosolyog",3802
3042483842_beb23828b9.jpg,4,Egy mosolygós férfi szemüveget és bőrkabátot visel.,3802
3042484940_0975a5e486.jpg,0,"Egy férfi feltart egy elektronikus eszközt, miközben ő és egy másik férfi néz.",3803
3042484940_0975a5e486.jpg,1,Egy férfi fényképet készít róla és a barátjáról a telefonjával.,3803
3042484940_0975a5e486.jpg,2,Egy férfi képet készít magáról és egy másik srácról.,3803
3042484940_0975a5e486.jpg,3,Két férfi pózol egy képhez egy kamerás telefonon.,3803
3042484940_0975a5e486.jpg,4,Két férfi közös képet készít az egyik férfi telefonjával,3803
3042488474_0d2ec81eb8.jpg,0,egy szőke férfi néz a kamerába.,3804
3042488474_0d2ec81eb8.jpg,1,"A szőke férfi a kamerába néz, míg egy másik férfi a szemébe néz.",3804
3042488474_0d2ec81eb8.jpg,2,Két kékbe öltözött férfi néz szembe egymással.,3804
3042488474_0d2ec81eb8.jpg,3,Két férfi napszemüveggel a fejükön egymással szemben a tömegben.,3804
3042488474_0d2ec81eb8.jpg,4,Két férfi napszemüveggel a fejükön beszélgetnek.,3804
3042679440_010b2c596c.jpg,0,"Egy fényesen megvilágított városi utca, ahol sok ember sétál át az utcán.",3805
3042679440_010b2c596c.jpg,1,"Forgalmas városi utca, ahogy az emberek sétálnak.",3805
3042679440_010b2c596c.jpg,2,Tömegjelenet a belvárosban.,3805
3042679440_010b2c596c.jpg,3,Elmosódott emberek sétálnak a városban éjszaka.,3805
3042679440_010b2c596c.jpg,4,Sokan sétálnak éjszaka egy forgalmas utcán.,3805
3043266735_904dda6ded.jpg,0,"Egy idős, fehér kalapos ember egy puhafedeles könyvet olvas.",3806
3043266735_904dda6ded.jpg,1,Egy idősebb nő sapkában és sálban a kezében lévő könyvet nézegeti.,3806
3043266735_904dda6ded.jpg,2,Egy kalapot viselő idősebb nő könyvet olvas.,3806
3043266735_904dda6ded.jpg,3,Egy idős hölgy egy puhafedeles könyvvel foglalkozik .,3806
3043266735_904dda6ded.jpg,4,Egy fehér kalapos nő könyvet olvas.,3806
3043501068_be58ac47e1.jpg,0,Egy dirt motoros tömeg előtt repül a levegőben.,3807
3043501068_be58ac47e1.jpg,1,Egy motocross versenyző ugrást csinál a közönség előtt.,3807
3043501068_be58ac47e1.jpg,2,"Férfi egy motorkerékpáron, aki magasan a levegőben trükköt hajt végre.",3807
3043501068_be58ac47e1.jpg,3,A motocross motor egy ugrást hajt végre a levegőben a tömeg előtt.,3807
3043501068_be58ac47e1.jpg,4,A motocross versenyző a levegőben trükközik.,3807
3043685748_130db75e3b.jpg,0,Egy csomó kerékpár száguld egy pályán .,3808
3043685748_130db75e3b.jpg,1,Egy csapat motoros férfi a sarkon egy versenypályán .,3808
3043685748_130db75e3b.jpg,2,Egy csoport motoros egy versenyen.,3808
3043685748_130db75e3b.jpg,3,Motorverseny egy versenypályán.,3808
3043685748_130db75e3b.jpg,4,Számozott motorkerékpárok a kanyarban egy versenypályán óriásplakátokkal a háttérben.,3808
3043904009_3b5e0412cd.jpg,0,Két férfi áll egy stúdióban.,3809
3043904009_3b5e0412cd.jpg,1,"két férfi egy félhomályos szobában, több számítógéppel körülvéve",3809
3043904009_3b5e0412cd.jpg,2,Két férfi néz egymásra számítógép - monitorokkal az előtérben .,3809
3043904009_3b5e0412cd.jpg,3,két férfi áll egy asztal mögött számítógépekkel és mikrofonokkal.,3809
3043904009_3b5e0412cd.jpg,4,Két férfi áll egy zárt területen több számítógéppel.,3809
3043908909_bb54d2c08e.jpg,0,Egy teljesen feketét viselő nő beszél egy emberekkel teli szobához.,3810
3043908909_bb54d2c08e.jpg,1,Emberek összejövetele számítógépekkel és videokamerákkal.,3810
3043908909_bb54d2c08e.jpg,2,"Egy tanár áll egy kis osztály előtt, miközben forgatják",3810
3043908909_bb54d2c08e.jpg,3,"egy nőt videóznak, miközben előadást tart egy embercsoportnak.",3810
3043908909_bb54d2c08e.jpg,4,Az előadás kötetlen légkörben zajlik.,3810
304408047_98bab3ea64.jpg,0,"Egy kutya a hátsó lábain áll, míg egy másik kutya nézi.",3811
304408047_98bab3ea64.jpg,1,"A barna kutya nézi, ahogy a fekete kutya ugrik a fűben.",3811
304408047_98bab3ea64.jpg,2,"Két barna kutya egy füves mezőn, az egyik labdáért ugrik.",3811
304408047_98bab3ea64.jpg,3,Két kutya labdázik egy mezőn egy utca közelében,3811
304408047_98bab3ea64.jpg,4,Két kutya játszik egy kis kék labdával egy füves területen.,3811
3044359043_627488ddf0.jpg,0,Egy fekete-fehér kutya zöld nyakörvvel áll egy tábla előtt.,3812
3044359043_627488ddf0.jpg,1,Egy kutya a medencébe ugrik egy úszóversenyen,3812
3044359043_627488ddf0.jpg,2,Egy kutya leugrik a dokkról egy vízmedencébe.,3812
3044359043_627488ddf0.jpg,3,Egy kutya sétál át egy tócsán Las Vegasban.,3812
3044359043_627488ddf0.jpg,4,A szőrös fekete-fehér kutya egy sekély medencén fut keresztül.,3812
3044500219_778f9f2b71.jpg,0,Négy lány estélyi ruhában pózol egy képhez.,3813
3044500219_778f9f2b71.jpg,1,négy lány estélyi ruhában pózol egy fényképhez.,3813
3044500219_778f9f2b71.jpg,2,Négy hivatalos ruhát viselő nő pózol együtt és mosolyog.,3813
3044500219_778f9f2b71.jpg,3,Négy nő áll együtt és pózol egy képen.,3813
3044500219_778f9f2b71.jpg,4,Négy ruhás nő pózol együtt.,3813
3044536048_e615466e7f.jpg,0,"egy magányos paraszsurfó, aki egy hatalmas hullámon szörfözik az óceánban.",3814
3044536048_e615466e7f.jpg,1,Egy férfi szörfözik az óceánban,3814
3044536048_e615466e7f.jpg,2,"Egy személy zöld kabátban szörfözik, miközben egy vonalat kapaszkodva tart.",3814
3044536048_e615466e7f.jpg,3,Egy személy zöld szörfözés egy hullám.,3814
3044536048_e615466e7f.jpg,4,"Egy ember egy szörfdeszkán a hullámokban, egy kötélbe kapaszkodva.",3814
3044745642_1d0784ff29.jpg,0,Egy lépcső alján két férfi és egy sátor áll.,3815
3044745642_1d0784ff29.jpg,1,Férfiak egy khaki színű sátorban kint egy lepusztult területen.,3815
3044745642_1d0784ff29.jpg,2,Emberek egy sátoros menedékben a lépcső aljához közel.,3815
3044745642_1d0784ff29.jpg,3,Két ember van egy sátorban egy téglafal közelében.,3815
3044745642_1d0784ff29.jpg,4,Két ember egy sátorban egy sziklafal közelében.,3815
3044746136_8b89da5f40.jpg,0,Egy osztály tele diákokkal.,3816
3044746136_8b89da5f40.jpg,1,Egy osztályterem a diákok néz egy bemutatót.,3816
3044746136_8b89da5f40.jpg,2,"Konferenciát tartanak, amely laptopokat és nagy képernyős prezentációkat foglal magában.",3816
3044746136_8b89da5f40.jpg,3,Emberek egy csoportja egy konferencián diavetítést néz.,3816
3044746136_8b89da5f40.jpg,4,Egy férfi előadást tart sok ember előtt.,3816
3045613316_4e88862836.jpg,0,Három férfi néz a távolba,3817
3045613316_4e88862836.jpg,1,"Három férfi áll egy sziklán, kilátással a hegyekre és az óceánra.",3817
3045613316_4e88862836.jpg,2,"Három férfi bámulja a nagy, zöld dombokat a távolban.",3817
3045613316_4e88862836.jpg,3,Három férfi nézi a fűvel borított dombot.,3817
3045613316_4e88862836.jpg,4,Három férfi áll egy hegyen és néz egy másikat.,3817
3046190891_05c6ecd9b6.jpg,0,egy hatalmas hullámon lovagló magányos szörfös .,3818
3046190891_05c6ecd9b6.jpg,1,Egy szörfdeszkán lovagló személy feljön egy nagy hullámon.,3818
